regionid,regiontype,relativesignificance,subclass,regionname,regionnamelong,parentregionid
6281706,Point of Interest,,tree,Regina Floral Conservatory,"Regina Floral Conservatory, Regina, Saskatchewan, Canada",4053
6281712,Point of Interest,,golf,Royal Regina Golf Club,"Royal Regina Golf Club, Regina, Saskatchewan, Canada",4053
6281728,Point of Interest,,golf,Goulet Golf Course,"Goulet Golf Course, Regina, Saskatchewan, Canada",4053
6281798,Point of Interest,,theater,Globe Theater,"Globe Theater, Regina, Saskatchewan, Canada",4053
6281839,Point of Interest,,museums,RCMP Heritage Center,"RCMP Heritage Center, Regina, Saskatchewan, Canada",4053
553248621532864454,Point of Interest,,,Wascana Centre,"Wascana Centre, Regina, Saskatchewan, Canada",4053
553248621532864456,Point of Interest,,,ISKCON Regina,"ISKCON Regina, Regina, Saskatchewan, Canada",4053
553248621532864457,Point of Interest,,,Regina Plains Museum,"Regina Plains Museum, Regina, Saskatchewan, Canada",4053
553248621533087681,Point of Interest,,,Provincial Legislature,"Provincial Legislature, Regina, Saskatchewan, Canada",4053
553248621533087682,Point of Interest,,,Saskatchewan Sports Hall of Fame & Museum,"Saskatchewan Sports Hall of Fame & Museum, Regina, Saskatchewan, Canada",4053
553248621533087683,Point of Interest,,,Saskatchewan Roughriders,"Saskatchewan Roughriders, Regina, Saskatchewan, Canada",4053
553248633895561413,Point of Interest,,,Norseman Park,"Norseman Park, Regina, Saskatchewan, Canada",4053
6089587,Point of Interest,,theater,Thunder Bay Community Auditorium,"Thunder Bay Community Auditorium, Thunder Bay, Ontario, Canada",4054
553248621532863673,Point of Interest,,,Redwood Park,"Redwood Park, Thunder Bay, Ontario, Canada",4054
553248621532865409,Point of Interest,,,Loch Lomond Ski Area,"Loch Lomond Ski Area, Thunder Bay, Ontario, Canada",4054
553248621532865411,Point of Interest,,,Fort William Historical Park,"Fort William Historical Park, Thunder Bay, Ontario, Canada",4054
553248621532865412,Point of Interest,,,Mount McKay,"Mount McKay, Thunder Bay, Ontario, Canada",4054
553248621532865415,Point of Interest,,,Magnus Theater,"Magnus Theater, Thunder Bay, Ontario, Canada",4054
553248621532865416,Point of Interest,,,Dragon Hills Golf Course & Driving Range,"Dragon Hills Golf Course & Driving Range, Thunder Bay, Ontario, Canada",4054
553248621533086598,Point of Interest,,,Thunder Bay Museum,"Thunder Bay Museum, Thunder Bay, Ontario, Canada",4054
553248621533086602,Point of Interest,,,Thunder Bay Art Gallery,"Thunder Bay Art Gallery, Thunder Bay, Ontario, Canada",4054
553248621557518995,Point of Interest,,,Fort William Gardens,"Fort William Gardens, Thunder Bay, Ontario, Canada",4054
553248621557518996,Point of Interest,,,Kaministiquia River Heritage Park,"Kaministiquia River Heritage Park, Thunder Bay, Ontario, Canada",4054
553248621557518997,Point of Interest,,,Intercity Shopping Centre,"Intercity Shopping Centre, Thunder Bay, Ontario, Canada",4054
553248621557518998,Point of Interest,,,Boulevard Lake Park,"Boulevard Lake Park, Thunder Bay, Ontario, Canada",4054
553248621557518999,Point of Interest,,,Strathcona Golf Course,"Strathcona Golf Course, Thunder Bay, Ontario, Canada",4054
553248621557519000,Point of Interest,,,Trowridge Falls Park,"Trowridge Falls Park, Thunder Bay, Ontario, Canada",4054
553248621557519001,Point of Interest,,,International Friendship Garden,"International Friendship Garden, Thunder Bay, Ontario, Canada",4054
553248621557924524,Point of Interest,,,Northwestern Ontario Sports Hall Of Fame,"Northwestern Ontario Sports Hall Of Fame, Thunder Bay, Ontario, Canada",4054
553248621557924525,Point of Interest,,,Port Arthur Stadium,"Port Arthur Stadium, Thunder Bay, Ontario, Canada",4054
553248635921598913,Neighborhood,,,Rouge,"Rouge, Toronto, Ontario, Canada",4089
553248621558133939,Point of Interest,,,Hillcrest Park,"Hillcrest Park, Thunder Bay, Ontario, Canada",4054
553248621558133940,Point of Interest,,,Centennial Park,"Centennial Park, Thunder Bay, Ontario, Canada",4054
553248621558133941,Point of Interest,,,Centennial Botanical Conservatory,"Centennial Botanical Conservatory, Thunder Bay, Ontario, Canada",4054
553248621558133942,Point of Interest,,,Prince Arthur's Landing,"Prince Arthur's Landing, Thunder Bay, Ontario, Canada",4054
553248621558133943,Point of Interest,,,Thunder Bay Tourist Pagoda,"Thunder Bay Tourist Pagoda, Thunder Bay, Ontario, Canada",4054
553248621558141393,Point of Interest,,,Cascades Conservation Area,"Cascades Conservation Area, Thunder Bay, Ontario, Canada",4054
553248621558144204,Point of Interest,,,OLG Casino Thunder Bay,"OLG Casino Thunder Bay, Thunder Bay, Ontario, Canada",4054
553248621558144206,Point of Interest,,,Chippewa Park,"Chippewa Park, Thunder Bay, Ontario, Canada",4054
553248621558144207,Point of Interest,,,St. Paul's Anglican Church,"St. Paul's Anglican Church, Thunder Bay, Ontario, Canada",4054
553248621558144210,Point of Interest,,,Thunder Bay Military Museum,"Thunder Bay Military Museum, Thunder Bay, Ontario, Canada",4054
553248621558144211,Point of Interest,,,St. Andrew's Presbyterian Church,"St. Andrew's Presbyterian Church, Thunder Bay, Ontario, Canada",4054
553248621558144212,Point of Interest,,,Thunder Bay Community Bingo,"Thunder Bay Community Bingo, Thunder Bay, Ontario, Canada",4054
553248621558144213,Point of Interest,,,Chapples Golf Course,"Chapples Golf Course, Thunder Bay, Ontario, Canada",4054
553248621558144215,Point of Interest,,,Fort William Country Club,"Fort William Country Club, Thunder Bay, Ontario, Canada",4054
553248621558144217,Point of Interest,,,Mission Island Marsh Conservation Area,"Mission Island Marsh Conservation Area, Thunder Bay, Ontario, Canada",4054
553248621558144218,Point of Interest,,,Emerald Greens Golf Course & Driving Range,"Emerald Greens Golf Course & Driving Range, Thunder Bay, Ontario, Canada",4054
553248621558144219,Point of Interest,,,Northern Lights Golf Complex,"Northern Lights Golf Complex, Thunder Bay, Ontario, Canada",4054
553248635951337968,Point of Interest,,,Thunder Bay Regional Health Sciences Centre,"Thunder Bay Regional Health Sciences Centre, Thunder Bay, Ontario, Canada",4054
6129862,Point of Interest,,theater,Revolution Place,"Revolution Place, Grande Prairie, Alberta, Canada",4055
6129864,Point of Interest,,school,Grande Prairie Regional College,"Grande Prairie Regional College, Grande Prairie, Alberta, Canada",4055
6163880,Point of Interest,,shopping,Prairie Mall Shopping Centre,"Prairie Mall Shopping Centre, Grande Prairie, Alberta, Canada",4055
6324146,Point of Interest,,icecream,Eastlink Center,"Eastlink Center, Grande Prairie, Alberta, Canada",4055
553248621532863719,Point of Interest,,,Grande Prairie BMX Bike Park,"Grande Prairie BMX Bike Park, Grande Prairie, Alberta, Canada",4055
553248621532863720,Point of Interest,,,The L Spa & Wellness Centre,"The L Spa & Wellness Centre, Grande Prairie, Alberta, Canada",4055
553248621532863722,Point of Interest,,,Grande Prairie Live Theatre,"Grande Prairie Live Theatre, Grande Prairie, Alberta, Canada",4055
553248621532863723,Point of Interest,,,Muskoseepi Park,"Muskoseepi Park, Grande Prairie, Alberta, Canada",4055
553248621532863724,Point of Interest,,,Centre for Creative Arts,"Centre for Creative Arts, Grande Prairie, Alberta, Canada",4055
553248621532863725,Point of Interest,,,Heritage Discovery Centre,"Heritage Discovery Centre, Grande Prairie, Alberta, Canada",4055
553248621532863726,Point of Interest,,,Art Gallery of Grande Prairie,"Art Gallery of Grande Prairie, Grande Prairie, Alberta, Canada",4055
553248621532863727,Point of Interest,,,Crystal Lake,"Crystal Lake, Grande Prairie, Canada",4055
553248621532863728,Point of Interest,,,Keddie's Tack and Western Wear,"Keddie's Tack and Western Wear, Grande Prairie, Alberta, Canada",4055
553248621558928173,Point of Interest,,,Gateway Power Centre,"Gateway Power Centre, Grande Prairie, Alberta, Canada",4055
553248621562267066,Point of Interest,,,Saskatoon Island Provincial Park,"Saskatoon Island Provincial Park, Grande Prairie, Alberta, Canada",4055
553248634015684890,Point of Interest,,,Centre 2000,"Centre 2000, Grande Prairie, Alberta, Canada",4055
6195831,Point of Interest,,skiing,Gander Winter Park,"Gander Winter Park, Gander, Newfoundland and Labrador, Canada",4056
6195834,Point of Interest,,golf,Gander Golf Club,"Gander Golf Club, Gander, Newfoundland and Labrador, Canada",4056
6195836,Point of Interest,,museums,North Atlantic Aviation Museum,"North Atlantic Aviation Museum, Gander, Newfoundland and Labrador, Canada",4056
553248621562271355,Point of Interest,,,Cobb's Pond Rotary Park,"Cobb's Pond Rotary Park, Gander, Newfoundland and Labrador, Canada",4056
553248621562271356,Point of Interest,,,Thomas Howe Demonstration Forest Site,"Thomas Howe Demonstration Forest Site, Glenwood, Newfoundland and Labrador, Canada",4056
553248621562271358,Point of Interest,,,Arts and Culture Centre - Gander,"Arts and Culture Centre - Gander, Gander, Newfoundland and Labrador, Canada",4056
553248621563503828,Point of Interest,,,Silent Witness Memorial,"Silent Witness Memorial, Gander, Newfoundland and Labrador, Canada",4056
6297000,Point of Interest,,monument,World's Largest Fiddle,"World's Largest Fiddle, Sydney, Nova Scotia, Canada",4057
6297002,Point of Interest,,museums,Cossit House Museum,"Cossit House Museum, Sydney, Nova Scotia, Canada",4057
553248621532866422,Point of Interest,,,Cape Breton Centre for Craft and Design,"Cape Breton Centre for Craft and Design, Sydney, Nova Scotia, Canada",4057
553248621532866423,Point of Interest,,,St. George's Church & Cemetery,"St. George's Church & Cemetery, Sydney, Nova Scotia, Canada",4057
553248621532866425,Point of Interest,,,Jost House Museum,"Jost House Museum, Sydney, Nova Scotia, Canada",4057
553248621533087874,Point of Interest,,,Cape Breton Centre for Heritage and Science,"Cape Breton Centre for Heritage and Science, Sydney, Nova Scotia, Canada",4057
553248621562271254,Point of Interest,,,Bethel Presbyterian Church,"Bethel Presbyterian Church, Sydney, Nova Scotia, Canada",4057
553248621562271261,Point of Interest,,,Centre 200,"Centre 200, Sydney, Nova Scotia, Canada",4057
553248621562271271,Point of Interest,,,Petersfield Provincial Park,"Petersfield Provincial Park, Sydney, Nova Scotia, Canada",4057
553248621562271272,Point of Interest,,,St Patrick's Church Museum,"St Patrick's Church Museum, Sydney, Nova Scotia, Canada",4057
553248621562271274,Point of Interest,,,St. Mary's Polish Church,"St. Mary's Polish Church, Sydney, Nova Scotia, Canada",4057
553248621562271285,Point of Interest,,,Whitney Pier Historical Museum,"Whitney Pier Historical Museum, Sydney, Nova Scotia, Canada",4057
6280536,Point of Interest,,tree,LeBourdais Park,"LeBourdais Park, Quesnel, British Columbia, Canada",4058
6280540,Point of Interest,,stadium,Quesnel Twin Arenas,"Quesnel Twin Arenas, Quesnel, British Columbia, Canada",4058
553248621532863916,Point of Interest,,,Quesnel Lake,"Quesnel Lake, Quesnel, Canada",4058
553248621562266835,Point of Interest,,regional,Ten Mile Lake Provincial Park,"Ten Mile Lake Provincial Park, Quesnel, British Columbia, Canada",4058
6274210,Train Station,,,Quesnel Station,"Quesnel Station, British Columbia, Canada",4058
6299630,Point of Interest,,tree,Ursulines Garden,"Ursulines Garden, Roberval, Quebec, Canada",4064
6299635,Point of Interest,,anchor,Marina de Roberval,"Marina de Roberval, Roberval, Quebec, Canada",4064
6299641,Point of Interest,,sunglass,Parc et Plage de la Pointe-Scott,"Parc et Plage de la Pointe-Scott, Roberval, Quebec, Canada",4064
6275537,Point of Interest,,museums,Red Lake Regional Heritage Centre,"Red Lake Regional Heritage Centre, Red Lake, Ontario, Canada",4065
6275542,Point of Interest,,anchor,Red Lake Pier,"Red Lake Pier, Red Lake, Ontario, Canada",4065
6275544,Point of Interest,,monument,St. John's Church,"St. John's Church, Red Lake, Ontario, Canada",4065
553248621557926078,Point of Interest,,,Fort William Historical Park,"Fort William Historical Park, Red Lake, Ontario, Canada",4065
553248633895561007,Point of Interest,,,Red Lake Golf and Country Club,"Red Lake Golf and Country Club, Red Lake, Ontario, Canada",4065
553248633897628030,Point of Interest,,,Cochenour Arena,"Cochenour Arena, Red Lake, Ontario, Canada",4065
553248633943001497,Point of Interest,,,Norseman Park,"Norseman Park, Red Lake, Ontario, Canada",4065
553248634014673359,Point of Interest,,,Red Lake Community Center,"Red Lake Community Center, Red Lake, Ontario, Canada",4065
553248621533087489,Point of Interest,,,Inukshuk & Waterfront,"Inukshuk & Waterfront, Rankin Inlet, Nunavut, Canada",4069
553248621533087490,Point of Interest,,,Marble Island,"Marble Island, Rankin Inlet, Nunavut, Canada",4069
3000439583,City,,,Val Caron,"Val Caron, Sudbury, Ontario, Canada",4070
6089581,Point of Interest,,theater,Sudbury Theatre Centre,"Sudbury Theatre Centre, Sudbury, Ontario, Canada",4070
6204786,Point of Interest,,school,Cambrian College,"Cambrian College, Sudbury, Ontario, Canada",4070
6204789,Point of Interest,,school,College Boreal,"College Boreal, Sudbury, Ontario, Canada",4070
6204793,Point of Interest,,school,Laurentian University,"Laurentian University, Sudbury, Ontario, Canada",4070
6204797,Point of Interest,,icecream,Science North,"Science North, Sudbury, Ontario, Canada",4070
6204799,Point of Interest,,icecream,Dynamic Earth,"Dynamic Earth, Sudbury, Ontario, Canada",4070
6298327,Point of Interest,,shopping,New Sudbury Centre,"New Sudbury Centre, Sudbury, Ontario, Canada",4070
6298334,Point of Interest,,skiing,Adanac Ski Hill,"Adanac Ski Hill, Sudbury, Ontario, Canada",4070
6298337,Point of Interest,,icecream,Cambrian Arena,"Cambrian Arena, Sudbury, Ontario, Canada",4070
6298344,Point of Interest,,medical,Health Sciences North,"Health Sciences North, Sudbury, Ontario, Canada",4070
553248621532865395,Point of Interest,,,Timberwolf Golf Course,"Timberwolf Golf Course, Sudbury, Ontario, Canada",4070
553248621532865396,Point of Interest,,,Dinosaur Valley Mini Golf,"Dinosaur Valley Mini Golf, Sudbury, Ontario, Canada",4070
553248621533086620,Point of Interest,,,Flour Mill Heritage Museum,"Flour Mill Heritage Museum, Sudbury, Ontario, Canada",4070
553248621533086621,Point of Interest,,,Copper Cliff Museum,"Copper Cliff Museum, Sudbury, Ontario, Canada",4070
553248621533086622,Point of Interest,,,Dynamic Earth,"Dynamic Earth, Sudbury, Ontario, Canada",4070
553248621557924538,Point of Interest,,,Sudbury Arena,"Sudbury Arena, Sudbury, Ontario, Canada",4070
553248621557924540,Point of Interest,,,Carmichael Arena,"Carmichael Arena, Sudbury, Ontario, Canada",4070
553248621563221620,Point of Interest,,,Science Center North,"Science Center North, Sudbury, Ontario, Canada",4070
553248634947864869,Point of Interest,,,Sudbury Courthouse,"Sudbury Courthouse, Sudbury, Ontario, Canada",4070
6089563,Point of Interest,,theater,Saint John Imperial Theatre,"Saint John Imperial Theatre, Saint John, New Brunswick, Canada",4073
6179253,Point of Interest,,tree,Reversing Falls,"Reversing Falls, Saint John, New Brunswick, Canada",4073
553248621562270937,Point of Interest,,,Reed's Point Lighthouse,"Reed's Point Lighthouse, Saint John, New Brunswick, Canada",4073
6220238,Point of Interest,,civic,Saint John Trade and Convention Centre,"Saint John Trade and Convention Centre, Saint John, New Brunswick, Canada",4073
6220242,Point of Interest,,medical,Saint John Regional Hospital,"Saint John Regional Hospital, Saint John, New Brunswick, Canada",4073
6220248,Point of Interest,,medical,Saint Joseph's Hospital,"Saint Joseph's Hospital, Saint John, New Brunswick, Canada",4073
6220257,Point of Interest,,icecream,Lord Beaverbrook Rink,"Lord Beaverbrook Rink, Saint John, New Brunswick, Canada",4073
6220264,Point of Interest,,stadium,Harbour Station,"Harbour Station, Saint John, New Brunswick, Canada",4073
6220273,Point of Interest,,school,University of New Brunswick - Saint John,"University of New Brunswick - Saint John, Saint John, New Brunswick, Canada",4073
6220281,Point of Interest,,icecream,Stewart Hurley Arena,"Stewart Hurley Arena, Saint John, New Brunswick, Canada",4073
6220283,Point of Interest,,icecream,Charles Gorman Arena,"Charles Gorman Arena, Saint John, New Brunswick, Canada",4073
6220287,Point of Interest,,icecream,Hilton Belyea Arena,"Hilton Belyea Arena, Saint John, New Brunswick, Canada",4073
6220289,Point of Interest,,anchor,Marco Polo Cruise Terminal,"Marco Polo Cruise Terminal, Saint John, New Brunswick, Canada",4073
